Sequencial; Receitas
210000000134; 2428
210000000135; 415581.37
210000000136; 80206.5
210000000137; 4800
210000000138; 259996
210000000139; 140279
210000000140; 315037.81
210000000141; 305862
210000000142; 6052
210000000143; 37302
210000000144; 357707.75
210000000145; 112362
210000000146; 62670.15
210000000147; 17200
210000000148; 6822
210000000149; 203974
210000000150; 240305
210000000151; 157411.7
210000000152; 117485
210000000153; 125339
210000000154; 7323.8
210000000155; 21300
210000000156; 1724
210000000157; 91300.62
210000000158; 35024
210000000159; 70625
210000000160; 450325
210000000161; 336015.15
210000000162; 1702273.69
210000000163; 86666.49
210000000164; 1792298
210000000165; 802513.4
210000000166; 974371.39
210000000167; 64674.36
210000000185; 61596.47
210000000186; 208904.41
210000000187; 154403.22
210000000188; 903886.02
210000000189; 8372.55
210000000190; 80763.72
210000000191; 43940.1
210000000192; 45697.02
210000000193; 252407.9
210000000194; 271695.71
210000000195; 73625.72
210000000196; 46133
210000000197; 90404.44
210000000198; 42796
210000000199; 439912.81
210000000200; 57471.69
210000000201; 118650
210000000202; 409927.53
210000000203; 749200
210000000204; 158881.88
210000000205; 99486.32
210000000338; Sem lancamento
210000000339; 1164241.7
210000000340; 473348.16
210000000341; 88655.06
210000000342; 51995
210000000343; 596374.42
210000000344; 246098
210000000345; 231804.62
210000000346; 111015.64
210000000347; 83700
210000000348; Sem lancamento
210000000349; 52283.96
210000000350; 5461.67
210000000351; 23910
210000000352; 165263.63
210000000353; 235421.93
210000000354; Sem prestacao
210000000355; 51000
210000000356; Sem lancamento
210000000357; Sem lancamento
210000000358; 21470
210000000359; 218750
210000000360; 181322.86
210000000361; 181310
210000000362; 335760
210000000363; 16000
210000000364; 402743.24
210000000365; 350
210000000366; 32640
210000000367; 54152
210000000368; 44884.2
210000000369; 101352
210000000370; 4000
210000000371; 236927.36
210000000372; 13000
210000000373; 350
210000000514; 45144.43
210000000515; 8150
210000000516; 68405
210000000517; 13350
210000000518; 43680
210000000519; 21145.3
210000000520; Sem prestacao
210000000521; 75420
210000000522; 34497.04
210000000523; 175820
210000000419; 7107
210000000420; Sem prestacao
210000000421; 1000
210000000422; 6900
210000000423; Sem lancamento
210000000424; Sem prestacao
210000000425; Sem lancamento
210000000426; Sem prestacao
210000000427; Sem prestacao
210000000428; Sem prestacao
210000000429; Sem lancamento
210000000430; Sem prestacao
210000000431; Sem lancamento
210000000432; Sem prestacao
210000000433; Sem prestacao
210000000434; Sem prestacao
210000000435; Sem prestacao
210000000436; Sem prestacao
210000000437; Sem prestacao
210000000438; 1525.06
210000000439; Sem prestacao
210000000440; Sem prestacao
210000000441; Sem prestacao
210000000442; 5399.27
210000000443; Sem lancamento
210000000317; Sem prestacao
210000000318; Sem prestacao
210000000319; Sem prestacao
210000000244; 1590.79
210000000245; 2000
210000000246; 1200
210000000247; Sem lancamento
210000000248; 10268
210000000249; 48579.8
210000000250; 6333.6
210000000251; 300
210000000252; 9328
210000000253; Sem lancamento
210000000254; Sem prestacao
210000000255; 363985
210000000256; 27533.65
210000000257; 2062470
210000000258; Sem lancamento
210000000259; Sem lancamento
210000000260; 5584.65
210000000261; 12000
210000000262; Sem lancamento
210000000263; 3088.39
210000000264; 9560
210000000265; Sem lancamento
210000000266; Sem lancamento
210000000267; Sem prestacao
210000000268; Sem lancamento
210000000269; Sem lancamento
210000000270; 300
210000000271; 196550
210000000272; 800
210000000273; 109252.26
210000000274; 1211130.95
210000000275; 10367.1
210000000276; 54864.8
210000000277; 6056.55
210000000278; 6600
210000000279; 48500
210000000280; 64200
210000000281; 464362.55
210000000320; Sem prestacao
210000000321; Sem prestacao
210000000322; Sem lancamento
210000000323; 6389.8
210000000324; 453419.68
210000000325; 501001.14
210000000326; 604701.74
210000000327; 456190
210000000328; 1411240
210000000329; 485631.73
210000000330; 28042.85
210000000331; Sem lancamento
210000000332; 5930
210000000333; 2299928.15
210000000334; 1294751.3
210000000335; Sem lancamento
210000000336; 594170
210000000337; 1978720
210000000395; 31703.87
210000000396; 22000
210000000397; 166384.5
210000000398; 293490
210000000399; 327650
210000000400; 872405.69
210000000401; 95700
210000000402; 115051
210000000403; 97630.51
210000000404; 599857.52
210000000405; Sem lancamento
210000000406; Sem lancamento
210000000407; 1000
210000000408; 3700
210000000409; Sem lancamento
210000000410; Sem lancamento
210000000411; 1000
210000000412; 15440
210000000413; 17960.45
210000000414; Sem lancamento
210000000415; 2000
210000000416; 7500
210000000417; 1000
210000000418; 400
210000000493; 1050
210000000494; 1480
210000000495; 1050
210000000496; 1005
210000000497; 1020
210000000498; 1356
210000000499; Sem prestacao
210000000500; 15350
210000000501; 100
210000000502; 1000
210000000503; 173826.74
210000000504; 27895
210000000505; 13350
210000000506; 218700
210000000507; 21200
210000000508; 53400
210000000509; Sem prestacao
210000000510; 28000
210000000511; 67182
210000000512; 105265
210000000513; 19500
210000000617; 26134.38
210000000618; 43114.3
210000000619; Sem lancamento
210000000620; 200
210000000621; 59433.52
210000000622; Sem prestacao
210000000623; 12200
210000000624; 13390
210000000625; 8450
210000000626; Sem prestacao
210000000627; Sem lancamento
210000000628; Sem prestacao
210000000629; Sem lancamento
210000000630; Sem lancamento
210000000631; Sem prestacao
210000000632; 2246052.3
210000000633; 6410289.43
210000000634; Sem prestacao
210000000635; Sem prestacao
210000000636; 2755080
210000000637; 1463548.54
210000000638; 737510.94
210000000639; 2713220
210000000640; 14110
210000000641; 2248300
210000000642; 600
210000000643; 83590
210000000644; 45540
210000000645; 649600
210000000646; 887350
210000000647; 2906351.65
210000000648; 16000
210000000649; 9800
210000000650; 92414.8
210000000651; 121000
210000000444; Sem prestacao
210000000445; 178
210000000446; 316
210000000447; 25000
210000000448; 3950
210000000449; 2000
210000000450; 1265
210000000451; 2000
210000000452; Sem prestacao
210000000453; 17380
210000000454; 500
210000000455; 350
210000000456; 350
210000000457; 5180
210000000458; 85193.65
210000000459; Sem prestacao
210000000460; 350
210000000461; 39585
210000000462; 7500
210000000463; 26580
210000000464; 5620
210000000465; 23840.25
210000000466; 10185
210000000467; 26590
210000000468; 26349.5
210000000469; 23331.81
210000000470; 8170
210000000471; 3865.15
210000000472; Sem prestacao
210000000473; 23014
210000000474; Sem lancamento
210000000475; Sem prestacao
210000000476; 1490
210000000477; 1010
210000000478; Sem prestacao
210000000479; 1050
210000000480; 1000
210000000481; 1881.5
210000000482; 1000
210000000483; 1100
210000000484; 1030
210000000486; 1132.5
210000000487; 2200
210000000488; 1445.8
210000000489; 1000
210000000490; 1020
210000000491; 4200
210000000492; 2055
210000000376; 160616.03
210000000377; 274836.91
210000000378; 460450
210000000379; 159450
210000000380; 702057.19
210000000381; Sem lancamento
210000000382; 304346.01
210000000383; 242684
210000000384; Sem lancamento
210000000385; Sem lancamento
210000000386; 1072739.45
210000000387; 110950
210000000388; 59229.77
210000000389; Sem lancamento
210000000390; 34540.54
210000000391; 35310
210000000392; 130576.47
210000000393; 105052.12
210000000394; 29485
210000000616; 3669
210000000682; 7150
210000000683; 8650
210000000684; 181052
210000000685; 1214551.09
210000000686; 498894.74
210000000687; 638660
210000000688; 455460
210000000689; 677887.66
210000000690; 22295.3
210000000767; 2039.9
210000000768; 2039.9
210000000769; 4039.9
210000000770; 1789.9
210000000771; 2635.9
210000000772; 2699.9
210000000773; 3539.9
210000000774; 137098.17
210000000775; 1347.65
210000000776; 7744.85
210000000777; 109630.2
210000000778; 3787.85
210000000779; Sem prestacao
210000000780; Sem lancamento
210000000781; 500
210000000782; 10809.85
210000000783; 7851.85
210000000784; 93277.15
210000000785; 3203.85
210000000786; 3193.89
210000000787; 3054.15
210000000788; 30133.85
210000000789; 8527.95
210000000790; 3288.85
210000000791; 10157.26
210000000792; 26022.19
210000000652; 7553.01
210000000653; 13110
210000000524; 89694.01
210000000525; 93892
210000000526; 33695
210000000527; Sem lancamento
210000000528; 13930
210000000529; 6768
210000000530; 42345
210000000531; 56462.11
210000000532; 137242
210000000533; 17100
210000000534; 2023
210000000535; 9950
210000000536; 219123.31
210000000537; 11350
210000000538; 35192.44
210000000539; 16726
210000000540; 50160
210000000541; 20400
210000000542; 89615
210000000543; 8150
210000000544; 67250
210000000545; 183283.3
210000000546; 27930
210000000547; 25070
210000000548; 90400
210000000549; 179250
210000000550; 40070
210000000551; 3150
210000000552; 9000
210000000553; Sem prestacao
210000000554; 54854
210000000555; 12150
210000000556; 135529.99
210000000557; 8550
210000000558; 738452
210000000559; 24850
210000000560; 2500
210000000561; Sem lancamento
210000000562; 107016.28
210000000563; 8150
210000000564; 441232.02
210000000565; 8200
210000000566; Sem prestacao
210000000567; 8150
210000000568; 510712.96
210000000569; Sem lancamento
210000000570; 19048
210000000571; Sem lancamento
210000000572; 98610.05
210000000573; 26280
210000000574; 107706.32
210000000575; 502600
210000000576; 74230.23
210000000577; 3770
210000000578; 52961
210000000579; 4589.6
210000000580; 10490
210000000581; 1200
210000000582; 17320
210000000583; Sem prestacao
210000000584; 37500
210000000585; 41128.2
210000000586; 6890
210000000587; 588267.6
210000000588; 149926.65
210000000589; 213362
210000000590; 3150
210000000591; 47150
210000000592; 33000
210000000593; 91519.89
210000000594; 5995
210000000595; Sem prestacao
210000000596; 18200
210000000597; 350
210000000598; 350
210000000599; 23520
210000000600; 350
210000000601; 980
210000000602; Sem lancamento
210000000603; 350
210000000604; 55400
210000000605; 1000
210000000606; 7640
210000000607; 11150
210000000608; 8300.37
210000000609; 95000
210000000610; 391550
210000000611; 98998
210000000612; 28080.32
210000000613; 1395
210000000614; 14587
210000000615; 2000
210000000673; 9652.7
210000000674; 810129.99
210000000675; 12237.8
210000000676; 219253
210000000677; 46659.88
210000000678; 9150
210000000679; 97600
210000000680; 11150
210000000681; 9150
210000000672; 40323
210000000876; 2429.62
210000000877; 25300
210000000878; 372436.67
210000000879; 1400
210000000880; 1825
210000000881; 2958.87
210000000882; 287862.75
210000000883; 56340
210000000884; 41324
210000000885; 12584
210000000886; 108174
210000000887; 769700
210000000888; 200
210000000889; Sem lancamento
210000000890; 6355.62
210000000891; 1194194.44
210000000892; Sem lancamento
210000000893; 393780.34
210000000894; 15524
210000000895; 26560.42
210000000896; Sem prestacao
210000000897; 9665.65
210000000898; 382.88
210000000899; 41979
210000000900; 14090
210000000901; 27557
210000000902; Sem prestacao
210000000903; 14124
210000000904; 32570
210000000905; 34513.82
210000000906; 37004
210000000907; Sem lancamento
210000000908; 19024
210000000793; 95
210000000794; 1925.5
210000000795; 4664
210000000796; 2802.85
210000000797; 200
210000000798; 5000
210000000799; 6400
210000000800; 17782
210000000801; 4955.4
210000000802; 44615
210000000803; Sem prestacao
210000000691; 106310
210000000692; 20491.65
210000000693; 160576.24
210000000694; 121931.38
210000000695; 140940
210000000696; 159010
210000000697; 75410
210000000698; 102690
210000000699; 42498.62
210000000700; 226559
210000000701; 232735
210000000702; 45980
210000000703; 1000
210000000704; 242659.92
210000000705; 97068.62
210000000706; 567130
210000000707; 106541.33
210000000708; 471620
210000000709; 643920.37
210000000710; 193046
210000000711; 10100
210000000712; 116704.68
210000000713; 102470
210000000714; 32545.6
210000000715; 51720
210000000716; 1000
210000000717; 33510
210000000718; Sem lancamento
210000000719; 19454.9
210000000720; 101390
210000000721; 43440
210000000722; 42860
210000000723; 53430
210000000724; 9570
210000000725; 234475.01
210000000726; 48400
210000000727; 12000.22
210000000728; 25760
210000000729; 163960
210000000730; 35710
210000000731; 137623.57
210000000732; 9070
210000000733; 114240
210000000734; 35696
210000000735; 54760
210000000736; 38320
210000000737; 10955
210000000738; 8310
210000000739; Sem lancamento
210000000740; 5960
210000000741; 60
210000000742; 1970
210000000743; 11063
210000000744; 25261.23
210000000745; 7527.44
210000000746; 454437.87
210000000747; 196947.53
210000000748; 393825.5
210000000749; 6062
210000000750; 37327.38
210000000751; 23503.49
210000000752; 121928
210000000753; 18947.23
210000000754; 2475
210000000755; 40107.66
210000000756; 19499.01
210000000757; 29680.61
210000000758; 3505.11
210000000759; 159914.06
210000000760; 35423.24
210000000761; 35160.21
210000000762; 119650.11
210000000763; Sem prestacao
210000000764; Sem prestacao
210000000765; 9869.61
210000000766; 2039.9
210000000654; 14755.48
210000000655; 213704.64
210000000656; 12500.09
210000000657; 560180.1
210000000658; 12500.9
210000000659; 10816.9
210000000660; Sem prestacao
210000000661; 42085.31
210000000662; 10160
210000000663; 24100
210000000664; 34820
210000000665; 504473
210000000666; 300
210000000667; 37125
210000000668; 7150
210000000669; 10945.5
210000000670; 1822256.5
210000000671; 80700
210000000958; 650
210000000959; 650
210000000960; 26546
210000000961; Sem lancamento
210000000962; 300
210000000963; 2199
210000000964; 10910
210000000965; 490
210000000966; 7693.6
210000000967; 5715
210000000968; 650
210000001044; 77720
210000001045; 6150
210000001046; 16239.61
210000001047; 26446.4
210000001048; 32104.48
210000001049; 20400
210000001050; 12800
210000001051; 12500
210000001052; 24100
210000001053; 104113
210000001054; 11200
210000001055; 500
210000001057; 5032.5
210000001058; 3145.45
210000001059; 5700
210000001060; 23160
210000001061; 46400
210000001062; 100
210000001064; 100
210000001065; 496
210000001066; 18182.79
210000001067; 8791.65
210000000909; 5949.15
210000000910; Sem lancamento
210000000911; 2000
210000000912; 739.9
210000000913; Sem lancamento
210000000914; Sem lancamento
210000000915; Sem lancamento
210000000916; 620
210000000917; 1530
210000000918; Sem lancamento
210000000919; Sem lancamento
210000000920; Sem lancamento
210000000921; 1120
210000000922; Sem lancamento
210000000923; Sem lancamento
210000000924; Sem lancamento
210000000925; 11583.08
210000000926; Sem lancamento
210000000927; 7820
210000000928; 72500
210000000929; 230
210000000930; Sem lancamento
210000000804; 35950
210000000805; 5120.5
210000000806; 60148.5
210000000807; 1120
210000000808; 980.61
210000000809; Sem lancamento
210000000810; Sem lancamento
210000000811; 200
210000000812; 2724.5
210000000813; Sem prestacao
210000000814; 1789.9
210000000815; 200
210000000816; 194309.69
210000000817; 222635.04
210000000818; 68103.8
210000000819; 26515.09
210000000820; 215097.5
210000000821; 141195.63
210000000822; 15265.27
210000000823; 25164.04
210000000824; Sem lancamento
210000000825; 182511.5
210000000826; Sem prestacao
210000000827; 72111.04
210000000828; 429081
210000000829; 190894.18
210000000830; 620608.86
210000000831; 11825.5
210000000832; 50058.79
210000000833; Sem lancamento
210000000834; 10539.75
210000000835; Sem lancamento
210000000836; 258058.48
210000000837; Sem lancamento
210000000838; 267428
210000000839; 16918
210000000840; 87829.02
210000000841; 27088.2
210000000842; 18756.8
210000000843; 58496.8
210000000844; 13556.8
210000000845; 168930.85
210000000846; 83664.75
210000000847; 38566.5
210000000848; 349716.4
210000000849; 25651.5
210000000850; 38781
210000000851; 51418.5
210000000852; 49264.82
210000000853; 10794
210000000854; 20701.7
210000000855; Sem prestacao
210000000856; 212347.32
210000000857; 111546.79
210000000858; Sem lancamento
210000000859; 482992.03
210000000860; 800
210000000861; 9606.55
210000000862; 50186.58
210000000863; 632526.03
210000000864; 368978.62
210000000865; 222375
210000000866; 57014
210000000867; 2629.9
210000000868; 8511.86
210000000869; 2039.9
210000000870; 20304
210000000871; 48690
210000000872; 299808.94
210000000873; 436020
210000000874; Sem lancamento
210000000875; 12929.87
210000000950; Sem lancamento
210000000951; Sem prestacao
210000000952; Sem prestacao
210000000953; 650
210000000954; 3000
210000000955; Sem prestacao
210000000956; 300
210000000957; 650
210000001026; 9150
210000001027; Sem lancamento
210000001028; 21740
210000001029; Sem prestacao
210000001030; 9150
210000001031; 8150
210000001032; 88257.48
210000001033; 68813.6
210000001034; Sem lancamento
210000001035; 490
210000001036; 9406.9
210000001037; 8720
210000001038; Sem prestacao
210000001039; 259372.98
210000001040; 114900
210000001041; 71784.5
210000001042; 9150
210000001043; 900
210000000931; 8910
210000000932; 1370
210000000933; Sem lancamento
210000000934; Sem lancamento
210000000935; Sem lancamento
210000000936; 1420
210000000937; Sem lancamento
210000000938; Sem lancamento
210000000939; Sem lancamento
210000000940; Sem lancamento
210000000941; 900
210000000942; 710
210000000943; 779.6
210000000944; 650
210000000945; 720
210000000946; 650
210000000947; 2474
210000001068; 22948.15
210000001069; Sem prestacao
210000001090; 1724
210000001091; 9110
210000000969; Sem prestacao
210000000970; 550
210000000971; 300
210000000972; Sem prestacao
210000000973; 2405
210000000974; Sem lancamento
210000000975; 8700
210000000976; 33212
210000000977; 1472.4
210000000978; 300
210000000979; Sem lancamento
210000000980; Sem prestacao
210000000981; 650
210000000982; 650
210000000983; Sem lancamento
210000000984; Sem lancamento
210000000985; Sem prestacao
210000000986; 21370
210000000987; 300
210000000988; 3560
210000000989; 1040
210000000990; 1650
210000000991; 650
210000000992; 650
210000000993; 2800
210000000994; 650
210000000995; Sem lancamento
210000000996; 6000
210000000997; 46311.34
210000000998; 300
210000000999; Sem prestacao
210000001000; 650
210000001001; 650
210000001002; Sem lancamento
210000001003; 1770
210000001004; 810
210000001005; 31115.62
210000001006; 12801.15
210000001007; 56849.46
210000001008; 54417.15
210000001009; 174304.4
210000001010; 117359.86
210000001011; 10421.9
210000001012; 16759.15
210000001013; Sem prestacao
210000001014; 12940.4
210000001015; 10027.4
210000001016; 29282.18
210000001017; 8908.65
210000001018; 12150.9
210000001019; 14173.9
210000001020; Sem prestacao
210000001021; 312590.97
210000001022; 759230.21
210000001023; 476667.53
210000001024; 288273.41
210000001025; 11150
210000000948; 13380
210000000949; 590
210000001101; 3900
210000001123; 82113.5
210000001092; Sem lancamento
210000001093; 1887
210000001094; 1724
210000001095; 2048
210000001096; 2143
210000001097; 887
210000001098; 2461
210000001121; 31747
210000001122; Sem lancamento
210000001175; Sem lancamento
210000001176; 555
210000001177; Sem prestacao
210000001178; Sem lancamento
210000001179; Sem lancamento
210000001180; Sem prestacao
210000001181; Sem prestacao
210000001182; 920
210000001183; 870
210000001184; 7370
210000001201; 6989.85
210000001202; 11084
210000001203; 16463
210000001204; Sem prestacao
210000001205; 2432
210000001206; 887
240000000076; Sem prestacao
240000000077; 1169.5
240000000078; 2950
240000000079; 114.5
240000000080; 124
240000000081; 114.5
240000000082; Sem lancamento
240000000083; 550
240000000084; Sem prestacao
240000000085; 114.5
240000000086; 5000
240000000087; 114.5
240000000088; 55956.8
240000000089; 344208
240000000090; 210489.6
240000000091; 57362.6
240000000092; 146932.03
240000000093; 235251.76
240000000094; 90420
240000000095; 160303
240000000001; Sem prestacao
240000000002; Sem lancamento
240000000003; 9342
240000000004; 70042
240000000005; 46940
240000000006; 20242
240000000007; 30198.6
240000000008; Sem lancamento
240000000009; Sem prestacao
240000000010; 11242
240000000011; 16242
240000000012; Sem prestacao
240000000013; 29180.06
240000000014; 44798
240000000015; 11342
240000000016; 37007
240000000017; Sem prestacao
240000000018; 11342
240000000019; 6242
240000000020; 11342
240000000021; 11342
240000000022; 17387
240000000023; 27692
240000000024; 6242
240000000025; 8242
240000000026; 14342
240000000027; Sem lancamento
240000000028; Sem lancamento
240000000029; Sem prestacao
240000000030; 47881
240000000031; Sem prestacao
240000000032; Sem prestacao
240000000033; 31703
240000000034; 9342
240000000035; 11342
240000000036; Sem prestacao
240000000037; Sem prestacao
240000000038; 31342
240000000039; Sem lancamento
240000000114; Sem prestacao
240000000115; Sem lancamento
240000000116; Sem lancamento
240000000117; Sem lancamento
240000000118; 4855.13
240000000119; Sem lancamento
240000000120; 205.13
240000000121; 205.13
240000000122; Sem lancamento
240000000123; 905.13
240000000124; 205.13
240000000125; 205.13
240000000126; 205.13
240000000127; 4784.83
240000000128; 3422.48
240000000129; Sem prestacao
240000000130; 735.13
240000000131; 3984.63
240000000132; Sem prestacao
240000000213; 1631542.19
240000000214; 1112268.5
240000000215; 1088649.87
240000000216; 45560.68
240000000217; 919091.02
240000000218; 52500
240000000219; 110970
240000000220; 385973
240000000221; Sem prestacao
240000000222; 1185978.79
240000000223; 7500
240000000224; 1461356.66
240000000225; 172500
240000000226; Sem lancamento
240000000227; 2000
240000000228; Sem lancamento
240000000229; 101583.52
240000000230; 601230.54
240000000231; 1101180
240000000232; 148974
240000000233; 7700
240000000234; 1166870
240000000235; 200
240000000236; 227278
240000000237; 200
240000000238; 1971993.09
240000000239; 892496
240000000240; 200
240000000241; 619891
240000000242; 200
240000000243; Sem prestacao
240000000244; Sem lancamento
240000000245; 1914843.09
240000000246; 7700
240000000247; 1795659.98
240000000248; 227450
240000000249; 12200
240000000250; 581242
240000000141; 1723031.1
240000000142; 114985
240000000143; 375927
240000000144; 118705
240000000145; 331804.03
240000000146; 26480
240000000147; 205720
240000000148; 65359
240000000149; 430995
240000000150; 6675.3
240000000151; 12405
240000000152; 311109.24
240000000153; 207614.82
240000000154; 121874.41
240000000155; 19203.6
240000000156; 190074.21
240000000157; Sem prestacao
240000000158; 376896.5
240000000159; 1446
240000000133; 205.13
240000000134; 205.13
240000000135; Sem prestacao
240000000136; 680.13
240000000137; 2235.13
240000000160; 13267.99
240000000161; 272248.76
240000000040; 17342
240000000041; 11242
240000000042; Sem prestacao
240000000043; 26342
240000000044; 11342
240000000045; 11242
240000000046; 32800
240000000047; Sem lancamento
240000000048; 41542
240000000049; Sem lancamento
240000000050; 12342
240000000051; 11342
240000000052; Sem prestacao
240000000053; Sem prestacao
240000000054; 614.5
240000000055; 6330
240000000056; 21155
240000000057; 10527.61
240000000058; 24894
240000000059; 129420.21
240000000060; 36011.71
240000000061; 998.5
240000000062; 114.5
240000000063; 42420
240000000064; 119.1
240000000065; 1700
240000000066; 114.5
240000000067; 114.5
240000000068; 700
240000000069; 114.5
240000000070; 114.5
240000000071; 2620.5
240000000072; 114.5
240000000073; 114.5
240000000074; Sem lancamento
240000000075; Sem prestacao
240000000199; 2540
240000000200; Sem prestacao
240000000201; Sem prestacao
240000000202; 2993.47
240000000203; 2348.47
240000000204; 2342.37
240000000205; 2262.37
240000000206; Sem prestacao
240000000207; 12686824.52
240000000208; Sem prestacao
240000000209; 2035849.58
240000000210; Sem prestacao
240000000211; Sem prestacao
240000000212; 617756.14
240000000097; 200656
240000000098; 120990.5
240000000099; 178973.21
240000000100; 64236.65
240000000101; 185504.5
240000000102; 857782.28
240000000103; 137769.4
240000000104; 38058.9
240000000105; 16190.1
240000000106; 91333.63
240000000107; 55408.8
240000000108; 100
240000000109; 51243.9
240000000110; 107679.39
240000000111; 32178
240000000112; 26489.5
240000000113; 471.1
240000000328; Sem lancamento
240000000329; Sem prestacao
240000000330; Sem prestacao
240000000331; Sem prestacao
240000000332; 382046.09
240000000333; 33744.44
240000000334; 303570.39
240000000335; 61609.1
240000000336; 7048
240000000337; 149034
240000000338; 162142
240000000339; 213736
240000000340; 721537.37
240000000341; Sem prestacao
240000000342; 39000
240000000343; 38380
240000000344; 131471.26
240000000345; Sem lancamento
240000000346; 4602
240000000347; 76397.64
240000000348; 87342
240000000349; Sem lancamento
240000000350; Sem prestacao
240000000351; 39042
240000000352; 22722
240000000353; 6463.6
240000000354; 6302.74
240000000355; 6242
240000000356; 9142
240000000357; 17351.91
240000000358; Sem prestacao
240000000359; 5000
240000000360; 12542
240000000361; 23542
240000000362; 11442
240000000363; Sem prestacao
240000000364; 16242
240000000365; 29142
240000000366; Sem prestacao
240000000367; 13442
240000000368; 63292
240000000369; 55732
240000000370; Sem lancamento
240000000371; 421456.22
240000000372; Sem lancamento
240000000373; 2887.18
240000000374; 531985
240000000375; Sem lancamento
240000000376; Sem lancamento
240000000377; Sem lancamento
240000000378; 102200
240000000379; Sem lancamento
240000000380; 2004.2
240000000381; 56500.29
240000000382; 102461.95
240000000383; 4700.76
240000000384; 1739.15
240000000251; 492020
240000000252; 891899.9
240000000253; 818204.2
240000000254; 251128.28
240000000255; 2378409.18
240000000256; 1105355.13
240000000257; 773629.38
240000000258; 590700
240000000259; 1239011.43
240000000260; 315070.67
240000000261; 688877
240000000262; 163442
240000000263; 25892
240000000264; Sem lancamento
240000000162; 7504.94
240000000163; 114941.73
240000000164; 150736.38
240000000165; 56044.99
240000000166; 185571.32
240000000167; 65105
240000000168; 74941
240000000169; 11419.6
240000000170; Sem lancamento
240000000171; 30027.99
240000000172; 331627.77
240000000173; 33443.45
240000000174; 1985573.77
240000000175; 227858
240000000176; 153123.29
240000000177; Sem lancamento
240000000178; 396180
240000000179; 48900.56
240000000180; 364403.23
240000000181; 43281.52
240000000182; 839750.96
240000000183; 29378.25
240000000184; 14145.3
240000000185; 3392.99
240000000186; Sem lancamento
240000000187; Sem prestacao
240000000188; 32481.05
240000000189; 1107021.17
240000000190; Sem prestacao
240000000191; 5759
240000000192; Sem prestacao
240000000193; Sem prestacao
240000000194; 18182
240000000195; Sem lancamento
240000000196; Sem prestacao
240000000197; 8948.33
240000000198; Sem prestacao
240000000300; 200
240000000301; 200
240000000302; 200
240000000303; Sem prestacao
240000000304; 200
240000000305; 206586.9
240000000306; 200
240000000307; 384142
240000000308; 422842
240000000309; 15000
240000000310; 183042
240000000311; 3115.45
240000000312; Sem prestacao
240000000313; 2959.55
240000000314; Sem lancamento
240000000315; 22242.69
240000000316; 280968.17
240000000317; 71004.67
240000000318; 147314.06
240000000319; 45000
240000000320; Sem lancamento
240000000321; 205427.65
240000000322; 191003.66
240000000323; Sem lancamento
240000000324; 10000
240000000325; 621672.71
240000000326; Sem prestacao
240000000327; Sem prestacao
240000000385; Sem lancamento
240000000386; 1475
240000000387; 9650
240000000388; Sem prestacao
240000000389; 53000
240000000390; 3270.3
240000000391; Sem lancamento
240000000392; Sem prestacao
240000000393; 603499.99
240000000394; Sem prestacao
240000000395; 164200
240000000396; Sem lancamento
240000000397; Sem prestacao
240000000398; 365695.05
240000000399; 1233588.18
240000000400; 64.4
240000000401; 3100
240000000402; 2887.37
240000000499; Sem lancamento
240000000500; 4823.03
240000000501; Sem prestacao
240000000502; Sem lancamento
240000000503; Sem lancamento
240000000504; Sem lancamento
240000000505; 5214
240000000506; Sem prestacao
240000000507; 6780
240000000508; 700
240000000509; 4643.4
240000000510; Sem lancamento
240000000511; Sem prestacao
240000000512; Sem lancamento
240000000513; Sem lancamento
240000000514; 8200
240000000515; 8000
240000000516; 7265.07
240000000517; 1500
240000000518; Sem lancamento
240000000519; 1000
240000000520; 17546
240000000521; 100
240000000522; 258572.87
240000000523; 46154.36
240000000524; 770
240000000525; Sem lancamento
240000000526; 76094.35
240000000527; 81421.05
240000000528; 30000
240000000529; 90328.9
240000000530; 94059.93
240000000531; 83462.93
240000000532; 12408
240000000533; Sem lancamento
240000000534; 41630
240000000535; Sem lancamento
240000000536; 65753.71
240000000537; 139226.51
240000000421; 252638
240000000422; 110474.41
240000000423; 751384.33
240000000424; 26971.05
240000000425; 618374.83
240000000426; 90018.41
240000000427; 254568.45
240000000428; 66586.35
240000000429; 163188.62
240000000430; 356948.74
240000000431; 27123
240000000432; Sem lancamento
240000000433; Sem lancamento
240000000434; Sem lancamento
240000000435; 42000
240000000436; 270239.6
240000000437; 417490.55
240000000438; 70950
240000000439; 43591.38
240000000403; 274950
240000000404; 17171.05
240000000405; 12661.51
240000000265; 333202
240000000266; 16822
240000000267; Sem lancamento
240000000268; 1915065.6
240000000269; Sem lancamento
240000000270; 777789.76
240000000271; 514667.65
240000000272; 457796.92
240000000273; 582174.35
240000000274; 314912
240000000275; 270800
240000000276; 1504211.3
240000000277; 227102
240000000278; 497244.8
240000000279; Sem lancamento
240000000280; 146835.49
240000000281; 722361
240000000282; 272404.4
240000000283; 169780.5
240000000284; 912142
240000000285; 459500
240000000286; 486538.7
240000000287; 53405.38
240000000288; 983539.87
240000000289; 17442
240000000290; 5000
240000000291; 1004076.87
240000000292; 287242
240000000293; Sem lancamento
240000000294; Sem prestacao
240000000295; 250008.91
240000000296; 200
240000000297; 200
240000000298; 200
240000000299; 1496827.23
240000000461; 5532341.01
240000000462; Sem prestacao
240000000463; Sem prestacao
240000000464; 11232.69
240000000465; 11435.05
